 year,state_id,fed_marg,fed_avg,fed_elas,st_marg,       st_avg,st_elas,c_marg,c_avg,c_elas,state_abv
1985,    5,    0.2679,    0.1399,    1.9514,    0.0751,    0.0345,    2.2211,    0.3429,    0.1745,    2.0047, "CA"
1985,    6,    0.2701,    0.1379,    1.9977,    0.0540,    0.0331,    1.6576,    0.3241,    0.1710,    1.9317, "CO"
1985,    7,    0.3123,    0.1718,    1.8517,    0.0105,    0.0086,    1.2321,    0.3228,    0.1804,    1.8218, "CT"
1985,    8,    0.2582,    0.1420,    1.8527,    0.0788,    0.0464,    1.7249,    0.3370,    0.1884,    1.8212, "DE"
1985,    9,    0.3391,    0.1960,    1.7606,    0.1059,    0.0659,    1.6329,    0.4450,    0.2619,    1.7284, "DC"
1985,   10,    0.2900,    0.1550,    1.9060,    0.0000,    0.0000,    0.0000,    0.2900,    0.1550,    0.3061, "FL"
1985,   11,    0.2574,    0.1291,    2.0334,    0.0577,    0.0337,    1.7419,    0.3151,    0.1629,    1.9729, "GA"
1985,   12,    0.2592,    0.1419,    1.8610,    0.0878,    0.0551,    1.6196,    0.3470,    0.1970,    1.7933, "HI"
1985,   13,    0.2296,    0.1127,    2.0801,    0.0698,    0.0366,    1.9432,    0.2994,    0.1493,    2.0465, "ID"
1985,   14,    0.2925,    0.1565,    1.9050,    0.0259,    0.0228,    1.1460,    0.3184,    0.1793,    1.8077, "IL"
1985,   15,    0.2597,    0.1352,    1.9595,    0.0304,    0.0266,    1.1553,    0.2901,    0.1617,    1.8264, "IN"
1985,   16,    0.2775,    0.1549,    1.8243,    0.0632,    0.0390,    1.6452,    0.3407,    0.1939,    1.7882, "IA"
1985,   17,    0.2633,    0.1332,    2.0171,    0.0462,    0.0247,    1.9072,    0.3095,    0.1578,    1.9999, "KS"
1985,   18,    0.2548,    0.1342,    1.9363,    0.0442,    0.0330,    1.3564,    0.2990,    0.1672,    1.8212, "KY"
1985,   19,    0.2704,    0.1409,    1.9558,    0.0243,    0.0128,    1.9309,    0.2947,    0.1538,    1.9537, "LA"
1985,   20,    0.2870,    0.1641,    1.7805,    0.0793,    0.0418,    1.9334,    0.3663,    0.2059,    1.8115, "ME"
1985,   21,    0.2712,    0.1370,    2.0191,    0.0503,    0.0338,    1.5080,    0.3215,    0.1709,    1.9175, "MD"
1985,   22,    0.2778,    0.1519,    1.8630,    0.0615,    0.0459,    1.3581,    0.3393,    0.1978,    1.7453, "MA"
1985,   23,    0.2771,    0.1484,    1.9023,    0.0608,    0.0406,    1.5202,    0.3379,    0.1891,    1.8200, "MI"
1985,   24,    0.2823,    0.1640,    1.7513,    0.0931,    0.0544,    1.7413,    0.3754,    0.2184,    1.7488, "MN"
1985,   25,    0.2395,    0.1194,    2.0469,    0.0339,    0.0153,    2.2666,    0.2735,    0.1347,    2.0718, "MS"
1985,   26,    0.2695,    0.1421,    1.9337,    0.0383,    0.0233,    1.6726,    0.3078,    0.1653,    1.8969, "MO"
1985,   27,    0.2543,    0.1268,    2.0469,    0.0623,    0.0320,    1.9860,    0.3166,    0.1588,    2.0347, "MT"
1985,   28,    0.2363,    0.1168,    2.0643,    0.0485,    0.0250,    1.9781,    0.2848,    0.1418,    2.0491, "NE"
1985,   29,    0.2795,    0.1424,    2.0019,    0.0000,    0.0000,    0.0000,    0.2795,    0.1424,    2.5480, "NV"
1985,   30,    0.2648,    0.1352,    1.9974,    0.0048,    0.0040,    1.2219,    0.2696,    0.1392,    1.9752, "NH"
1985,   31,    0.2994,    0.1598,    1.9090,    0.0317,    0.0239,    1.3402,    0.3310,    0.1838,    1.8346, "NJ"
1985,   32,    0.2504,    0.1245,    2.0529,    0.0440,    0.0102,    4.5166,    0.2944,    0.1347,    2.2351, "NM"
1985,   33,    0.2739,    0.1505,    1.8540,    0.0961,    0.0559,    1.7495,    0.3700,    0.2063,    1.8257, "NY"
1985,   34,    0.2437,    0.1260,    1.9717,    0.0680,    0.0451,    1.5304,    0.3117,    0.1711,    1.8550, "NC"
1985,   35,    0.2466,    0.1236,    2.0353,    0.0275,    0.0141,    1.9832,    0.2740,    0.1377,    2.0300, "ND"
1985,   36,    0.2664,    0.1444,    1.8792,    0.0524,    0.0312,    1.7073,    0.3189,    0.1757,    1.8486, "OH"
1985,   37,    0.2630,    0.1370,    1.9573,    0.0515,    0.0264,    1.9919,    0.3145,    0.1634,    1.9629, "OK"
1985,   38,    0.2566,    0.1372,    1.9062,    0.0854,    0.0571,    1.5173,    0.3420,    0.1943,    1.7915, "OR"
1985,   39,    0.2731,    0.1423,    1.9567,    0.0248,    0.0244,    1.0280,    0.2979,    0.1667,    1.8197, "PA"
1985,   40,    0.2375,    0.1185,    2.0449,    0.0542,    0.0275,    2.0082,    0.2916,    0.1460,    2.0380, "RI"
1985,   41,    0.2389,    0.1225,    1.9891,    0.0586,    0.0282,    2.1228,    0.2975,    0.1507,    2.0141, "SC"
1985,   42,    0.2398,    0.1167,    2.0970,    0.0000,    0.0000,    0.0000,    0.2398,    0.1167,   15.1252, "SD"
1985,   43,    0.2732,    0.1417,    1.9661,    0.0046,    0.0047,    1.0011,    0.2779,    0.1464,    1.9349, "TN"
1985,   44,    0.2936,    0.1562,    1.9158,    0.0000,    0.0000,    0.0000,    0.2936,    0.1562,    0.4431, "TX"
1985,   45,    0.2409,    0.1117,    2.2038,    0.0564,    0.0352,    1.6306,    0.2973,    0.1469,    2.0659, "UT"
1985,   46,    0.2457,    0.1254,    1.9989,    0.0702,    0.0329,    2.1792,    0.3159,    0.1583,    2.0364, "VT"
1985,   47,    0.2692,    0.1383,    1.9844,    0.0549,    0.0339,    1.6487,    0.3241,    0.1722,    1.9182, "VA"
1985,   48,    0.2757,    0.1394,    2.0172,    0.0000,    0.0000,    0.0000,    0.2757,    0.1394,    3.2963, "WA"
1985,   49,    0.2519,    0.1404,    1.8276,    0.0620,    0.0344,    1.8384,    0.3140,    0.1747,    1.8298, "WV"
1985,   50,    0.2402,    0.1227,    1.9972,    0.0844,    0.0459,    1.8714,    0.3246,    0.1686,    1.9629, "WI"
1985,   51,    0.2857,    0.1494,    1.9502,    0.0000,    0.0000,    0.0000,    0.2857,    0.1494,   20.3770, "WY"
1985,   52,    0.2733,    0.1447,    1.9256,    0.0479,    0.0288,    1.6917,    0.3212,    0.1734,    1.8867, "US"
1986,    1,    0.3186,    0.1956,    1.6555,    0.0333,    0.0251,    1.3438,    0.3519,    0.2207,    1.6199, "AL"
1986,    2,    0.3204,    0.1567,    2.0877,    0.0000,    0.0000,    0.0000,    0.3204,    0.1567,   12.7445, "AK"
1986,    3,    0.2606,    0.1324,    2.0076,    0.0547,    0.0311,    1.7895,    0.3153,    0.1635,    1.9660, "AZ"
1986,    4,    0.2316,    0.1122,    2.1082,    0.0517,    0.0271,    1.9475,    0.2833,    0.1392,    2.0769, "AR"
1986,    5,    0.2817,    0.1560,    1.8391,    0.0814,    0.0409,    2.0321,    0.3631,    0.1969,    1.8791, "CA"
1986,    6,    0.2865,    0.1575,    1.8531,    0.0546,    0.0343,    1.6154,    0.3411,    0.1918,    1.8105, "CO"
1986,    7,    0.3187,    0.1763,    1.8406,    0.0098,    0.0077,    1.2828,    0.3285,    0.1840,    1.8171, "CT"
1986,    8,    0.2586,    0.1323,    1.9938,    0.0715,    0.0411,    1.7724,    0.3302,    0.1734,    1.9412, "DE"
1986,    9,    0.2712,    0.1427,    1.9369,    0.0985,    0.0582,    1.7210,    0.3697,    0.2009,    1.8742, "DC"
1986,   10,    0.2996,    0.1642,    1.8581,    0.0000,    0.0000,    0.0000,    0.2996,    0.1642,    0.1577, "FL"
1986,   11,    0.2707,    0.1434,    1.9244,    0.0570,    0.0352,    1.6461,    0.3277,    0.1786,    1.8694, "GA"
1986,   12,    0.2388,    0.1248,    1.9512,    0.0887,    0.0549,    1.6411,    0.3275,    0.1797,    1.8562, "HI"
1986,   13,    0.2294,    0.1079,    2.1720,    0.0703,    0.0358,    2.0025,    0.2997,    0.1437,    2.1297, "ID"
1986,   14,    0.2978,    0.1632,    1.8589,    0.0265,    0.0237,    1.1292,    0.3242,    0.1869,    1.7658, "IL"
1986,   15,    0.2617,    0.1346,    1.9825,    0.0305,    0.0271,    1.1381,    0.2922,    0.1617,    1.8400, "IN"
1986,   16,    0.2541,    0.1284,    2.0193,    0.0615,    0.0375,    1.6692,    0.3156,    0.1659,    1.9400, "IA"
1986,   17,    0.2950,    0.1635,    1.8371,    0.0483,    0.0271,    1.8170,    0.3433,    0.1906,    1.8343, "KS"
1986,   18,    0.2491,    0.1242,    2.0477,    0.0443,    0.0336,    1.3335,    0.2934,    0.1578,    1.8946, "KY"
1986,   19,    0.2604,    0.1307,    2.0330,    0.0247,    0.0129,    1.9464,    0.2851,    0.1436,    2.0252, "LA"
1986,   20,    0.2303,    0.1223,    1.9190,    0.0696,    0.0335,    2.1181,    0.2999,    0.1559,    1.9618, "ME"
1986,   21,    0.2940,    0.1595,    1.8777,    0.0520,    0.0362,    1.4577,    0.3460,    0.1957,    1.7998, "MD"
1986,   22,    0.2886,    0.1578,    1.8626,    0.0589,    0.0459,    1.2994,    0.3475,    0.2038,    1.7351, "MA"
1986,   23,    0.2930,    0.1628,    1.8323,    0.0536,    0.0369,    1.4744,    0.3466,    0.1997,    1.7660, "MI"
1986,   24,    0.2611,    0.1397,    1.9053,    0.0893,    0.0488,    1.8626,    0.3504,    0.1885,    1.8942, "MN"
1986,   25,    0.2337,    0.1045,    2.2872,    0.0325,    0.0144,    2.3119,    0.2662,    0.1189,    2.2902, "MS"
1986,   26,    0.2666,    0.1376,    1.9757,    0.0383,    0.0232,    1.6795,    0.3049,    0.1608,    1.9329, "MO"
1986,   27,    0.2364,    0.1169,    2.0646,    0.0577,    0.0326,    1.8045,    0.2941,    0.1494,    2.0077, "MT"
1986,   28,    0.2549,    0.1278,    2.0352,    0.0486,    0.0251,    1.9728,    0.3036,    0.1530,    2.0249, "NE"
1986,   29,    0.3412,    0.2118,    1.6375,    0.0000,    0.0000,    0.0000,    0.3412,    0.2118,    1.3763, "NV"
1986,   30,    0.2849,    0.1491,    1.9477,    0.0040,    0.0031,    1.2787,    0.2888,    0.1522,    1.9339, "NH"
1986,   31,    0.3033,    0.1620,    1.9075,    0.0333,    0.0255,    1.3254,    0.3367,    0.1875,    1.8280, "NJ"
1986,   32,    0.3314,    0.2190,    1.5362,    0.0574,    0.0305,    1.9172,    0.3888,    0.2495,    1.5826, "NM"
1986,   33,    0.2750,    0.1529,    1.8319,    0.0967,    0.0554,    1.7765,    0.3717,    0.2083,    1.8171, "NY"
1986,   34,    0.2730,    0.1560,    1.7816,    0.0744,    0.0523,    1.4433,    0.3474,    0.2083,    1.6964, "NC"
1986,   35,    0.2642,    0.1296,    2.0810,    0.0284,    0.0143,    2.0300,    0.2925,    0.1438,    2.0759, "ND"
1986,   36,    0.2646,    0.1421,    1.8977,    0.0497,    0.0293,    1.7223,    0.3143,    0.1714,    1.8676, "OH"
1986,   37,    0.2642,    0.1353,    1.9918,    0.0518,    0.0271,    1.9504,    0.3159,    0.1623,    1.9849, "OK"
1986,   38,    0.2416,    0.1228,    2.0060,    0.0911,    0.0593,    1.5610,    0.3326,    0.1821,    1.8607, "OR"
1986,   39,    0.2893,    0.1606,    1.8342,    0.0240,    0.0233,    1.0389,    0.3133,    0.1839,    1.7328, "PA"
1986,   40,    0.2540,    0.1336,    1.9382,    0.0562,    0.0293,    1.9573,    0.3102,    0.1629,    1.9416, "RI"
1986,   41,    0.2488,    0.1301,    1.9499,    0.0593,    0.0294,    2.0553,    0.3080,    0.1595,    1.9694, "SC"
1986,   42,    0.2578,    0.1194,    2.2074,    0.0000,    0.0000,    0.0000,    0.2578,    0.1194,   13.8540, "SD"
1986,   43,    0.2905,    0.1640,    1.8025,    0.0036,    0.0030,    1.2245,    0.2940,    0.1670,    1.7922, "TN"
1986,   44,    0.2931,    0.1534,    1.9482,    0.0000,    0.0000,    0.0000,    0.2931,    0.1534,    0.5465, "TX"
1986,   45,    0.2331,    0.1068,    2.2311,    0.0560,    0.0355,    1.6036,    0.2890,    0.1423,    2.0740, "UT"
1986,   46,    0.2564,    0.1267,    2.0662,    0.0701,    0.0354,    2.0185,    0.3265,    0.1621,    2.0557, "VT"
1986,   47,    0.2736,    0.1415,    1.9715,    0.0552,    0.0343,    1.6330,    0.3287,    0.1758,    1.9052, "VA"
1986,   48,    0.2935,    0.1544,    1.9382,    0.0000,    0.0000,    0.0000,    0.2935,    0.1544,    3.0160, "WA"
1986,   49,    0.2662,    0.1539,    1.7604,    0.0650,    0.0370,    1.7875,    0.3311,    0.1909,    1.7656, "WV"
1986,   50,    0.2427,    0.1210,    2.0462,    0.0777,    0.0454,    1.7425,    0.3204,    0.1664,    1.9632, "WI"
1986,   51,    0.2612,    0.1251,    2.1321,    0.0000,    0.0000,    0.0000,    0.2612,    0.1251,   27.5751, "WY"
1986,   52,    0.2807,    0.1520,    1.8819,    0.0485,    0.0297,    1.6604,    0.3292,    0.1817,    1.8456, "US"
1987,    1,    0.2691,    0.1751,    1.5607,    0.0358,    0.0287,    1.2625,    0.3049,    0.2038,    1.5187, "AL"
1987,    2,    0.2674,    0.1300,    2.0995,    0.0000,    0.0000,    0.0000,    0.2674,    0.1300,   16.2941, "AK"
1987,    3,    0.2290,    0.1231,    1.8956,    0.0568,    0.0364,    1.5848,    0.2859,    0.1595,    1.8245, "AZ"
1987,    4,    0.2070,    0.1048,    2.0144,    0.0502,    0.0278,    1.8426,    0.2572,    0.1326,    1.9784, "AR"
1987,    5,    0.2340,    0.1319,    1.8070,    0.1055,    0.0522,    2.0642,    0.3395,    0.1840,    1.8798, "CA"
1987,    6,    0.2493,    0.1429,    1.7751,    0.0469,    0.0327,    1.4548,    0.2962,    0.1756,    1.7153, "CO"
1987,    7,    0.2782,    0.1595,    1.7757,    0.0090,    0.0054,    1.7037,    0.2872,    0.1648,    1.7734, "CT"
1987,    8,    0.2302,    0.1232,    1.9032,    0.0665,    0.0391,    1.7295,    0.2967,    0.1624,    1.8613, "DE"
1987,    9,    0.2411,    0.1349,    1.8197,    0.0872,    0.0584,    1.5142,    0.3283,    0.1933,    1.7272, "DC"
1987,   10,    0.2594,    0.1515,    1.7420,    0.0000,    0.0000,    0.0000,    0.2594,    0.1515,    0.1261, "FL"
1987,   11,    0.2359,    0.1311,    1.8322,    0.0569,    0.0364,    1.5866,    0.2928,    0.1675,    1.7787, "GA"
1987,   12,    0.2194,    0.1172,    1.9079,    0.0779,    0.0455,    1.7430,    0.2973,    0.1627,    1.8618, "HI"
1987,   13,    0.1938,    0.0994,    1.9896,    0.0681,    0.0365,    1.9026,    0.2619,    0.1358,    1.9662, "ID"
1987,   14,    0.2580,    0.1485,    1.7674,    0.0244,    0.0223,    1.1089,    0.2824,    0.1708,    1.6811, "IL"
1987,   15,    0.2309,    0.1242,    1.8938,    0.0328,    0.0293,    1.1330,    0.2636,    0.1535,    1.7479, "IN"
1987,   16,    0.2175,    0.1154,    1.9213,    0.0569,    0.0364,    1.5876,    0.2745,    0.1518,    1.8410, "IA"
1987,   17,    0.2425,    0.1409,    1.7512,    0.0523,    0.0333,    1.5971,    0.2948,    0.1742,    1.7217, "KS"
1987,   18,    0.2127,    0.1072,    2.0238,    0.0438,    0.0340,    1.3031,    0.2565,    0.1413,    1.8493, "KY"
1987,   19,    0.2261,    0.1183,    1.9479,    0.0271,    0.0160,    1.7227,    0.2532,    0.1343,    1.9210, "LA"
1987,   20,    0.2056,    0.1106,    1.8939,    0.0758,    0.0378,    2.0449,    0.2814,    0.1485,    1.9324, "ME"
1987,   21,    0.2578,    0.1485,    1.7666,    0.0485,    0.0356,    1.3794,    0.3063,    0.1842,    1.6914, "MD"
1987,   22,    0.2556,    0.1446,    1.7998,    0.0532,    0.0370,    1.4595,    0.3088,    0.1815,    1.7303, "MA"
1987,   23,    0.2529,    0.1468,    1.7534,    0.0517,    0.0375,    1.4004,    0.3046,    0.1842,    1.6814, "MI"
1987,   24,    0.2313,    0.1290,    1.8258,    0.0859,    0.0498,    1.7547,    0.3172,    0.1788,    1.8060, "MN"
1987,   25,    0.2006,    0.0940,    2.1806,    0.0350,    0.0162,    2.2110,    0.2356,    0.1102,    2.1850, "MS"
1987,   26,    0.2351,    0.1254,    1.9099,    0.0405,    0.0266,    1.5491,    0.2756,    0.1520,    1.8466, "MO"
1987,   27,    0.2113,    0.1087,    1.9819,    0.0682,    0.0372,    1.8657,    0.2795,    0.1459,    1.9523, "MT"
1987,   28,    0.2186,    0.1121,    1.9879,    0.0434,    0.0253,    1.7411,    0.2619,    0.1375,    1.9423, "NE"
1987,   29,    0.2819,    0.1858,    1.5411,    0.0000,    0.0000,    0.0000,    0.2819,    0.1858,    1.2979, "NV"
1987,   30,    0.2349,    0.1237,    1.9351,    0.0032,    0.0026,    1.2819,    0.2381,    0.1263,    1.9217, "NH"
1987,   31,    0.2680,    0.1485,    1.8377,    0.0296,    0.0225,    1.3294,    0.2976,    0.1711,    1.7704, "NJ"
1987,   32,    0.2623,    0.1789,    1.4884,    0.0682,    0.0448,    1.5470,    0.3305,    0.2236,    1.5001, "NM"
1987,   33,    0.2484,    0.1421,    1.7787,    0.0784,    0.0483,    1.6497,    0.3267,    0.1904,    1.7460, "NY"
1987,   34,    0.2351,    0.1365,    1.7520,    0.0666,    0.0463,    1.4608,    0.3017,    0.1828,    1.6782, "NC"
1987,   35,    0.2164,    0.1151,    1.9161,    0.0303,    0.0163,    1.8994,    0.2467,    0.1314,    1.9140, "ND"
1987,   36,    0.2345,    0.1306,    1.8282,    0.0455,    0.0279,    1.6608,    0.2800,    0.1585,    1.7987, "OH"
1987,   37,    0.2291,    0.1253,    1.8627,    0.0529,    0.0308,    1.7485,    0.2821,    0.1561,    1.8401, "OK"
1987,   38,    0.2043,    0.1050,    1.9850,    0.0672,    0.0416,    1.6421,    0.2715,    0.1466,    1.8875, "OR"
1987,   39,    0.2465,    0.1391,    1.8041,    0.0215,    0.0206,    1.0571,    0.2680,    0.1596,    1.7072, "PA"
1987,   40,    0.2258,    0.1211,    1.9006,    0.0528,    0.0281,    1.9155,    0.2786,    0.1492,    1.9034, "RI"
1987,   41,    0.2138,    0.1147,    1.8995,    0.0614,    0.0352,    1.7763,    0.2752,    0.1499,    1.8706, "SC"
1987,   42,    0.2068,    0.1030,    2.0479,    0.0000,    0.0000,    0.0000,    0.2068,    0.1030,   13.4300, "SD"
1987,   43,    0.2481,    0.1451,    1.7399,    0.0053,    0.0032,    1.6902,    0.2534,    0.1483,    1.7388, "TN"
1987,   44,    0.2502,    0.1356,    1.8792,    0.0000,    0.0000,    0.0000,    0.2502,    0.1356,    0.5980, "TX"
1987,   45,    0.2050,    0.0996,    2.1011,    0.0760,    0.0524,    1.4705,    0.2810,    0.1520,    1.8828, "UT"
1987,   46,    0.2033,    0.1092,    1.8975,    0.0551,    0.0264,    2.1351,    0.2584,    0.1356,    1.9436, "VT"
1987,   47,    0.2420,    0.1293,    1.9080,    0.0541,    0.0360,    1.5282,    0.2961,    0.1652,    1.8250, "VA"
1987,   48,    0.2480,    0.1379,    1.8321,    0.0000,    0.0000,    0.0000,    0.2480,    0.1379,    3.0926, "WA"
1987,   49,    0.2319,    0.1315,    1.7952,    0.0486,    0.0341,    1.4460,    0.2804,    0.1656,    1.7232, "WV"
1987,   50,    0.2154,    0.1133,    1.9377,    0.0694,    0.0433,    1.6296,    0.2848,    0.1566,    1.8523, "WI"
1987,   51,    0.2267,    0.1120,    2.0662,    0.0000,    0.0000,    0.0000,    0.2267,    0.1120,   31.0706, "WY"
1987,   52,    0.2429,    0.1364,    1.8132,    0.0484,    0.0301,    1.6365,    0.2913,    0.1664,    1.7812, "US"
1988,    1,    0.2428,    0.1728,    1.4253,    0.0369,    0.0306,    1.2195,    0.2796,    0.2033,    1.3943, "AL"
1988,    2,    0.2497,    0.1332,    1.9104,    0.0000,    0.0000,    0.0000,    0.2497,    0.1332,   20.8796, "AK"
1988,    3,    0.2173,    0.1195,    1.8525,    0.0574,    0.0372,    1.5703,    0.2748,    0.1566,    1.7854, "AZ"
1988,    4,    0.1981,    0.1032,    1.9560,    0.0511,    0.0289,    1.7996,    0.2492,    0.1322,    1.9217, "AR"
1988,    5,    0.2276,    0.1356,    1.7070,    0.0700,    0.0365,    1.9564,    0.2976,    0.1721,    1.7598, "CA"
1988,    6,    0.2270,    0.1404,    1.6437,    0.0475,    0.0332,    1.4511,    0.2746,    0.1736,    1.6068, "CO"
1988,    7,    0.2518,    0.1574,    1.6255,    0.0105,    0.0064,    1.6840,    0.2624,    0.1638,    1.6278, "CT"
1988,    8,    0.2159,    0.1201,    1.8303,    0.0633,    0.0370,    1.7422,    0.2792,    0.1571,    1.8096, "DE"
1988,    9,    0.2327,    0.1334,    1.7757,    0.0863,    0.0585,    1.4970,    0.3189,    0.1919,    1.6906, "DC"
1988,   10,    0.2396,    0.1482,    1.6428,    0.0000,    0.0000,    0.0000,    0.2396,    0.1482,    0.1177, "FL"
1988,   11,    0.2188,    0.1288,    1.7281,    0.0570,    0.0374,    1.5462,    0.2758,    0.1662,    1.6870, "GA"
1988,   12,    0.2105,    0.1185,    1.8089,    0.0797,    0.0480,    1.6882,    0.2903,    0.1665,    1.7741, "HI"
1988,   13,    0.1985,    0.0992,    2.0407,    0.0705,    0.0368,    1.9532,    0.2690,    0.1360,    2.0170, "ID"
1988,   14,    0.2394,    0.1472,    1.6533,    0.0243,    0.0224,    1.0985,    0.2638,    0.1696,    1.5797, "IL"
1988,   15,    0.2213,    0.1242,    1.8148,    0.0349,    0.0313,    1.1273,    0.2562,    0.1554,    1.6757, "IN"
1988,   16,    0.2042,    0.1114,    1.8661,    0.0586,    0.0377,    1.5798,    0.2628,    0.1491,    1.7936, "IA"
1988,   17,    0.2267,    0.1415,    1.6288,    0.0376,    0.0250,    1.5240,    0.2643,    0.1665,    1.6130, "KS"
1988,   18,    0.2039,    0.1049,    1.9814,    0.0449,    0.0350,    1.3012,    0.2488,    0.1399,    1.8106, "KY"
1988,   19,    0.2147,    0.1188,    1.8405,    0.0290,    0.0180,    1.6382,    0.2438,    0.1368,    1.8138, "LA"
1988,   20,    0.2043,    0.1126,    1.8478,    0.0684,    0.0395,    1.7650,    0.2728,    0.1521,    1.8263, "ME"
1988,   21,    0.2392,    0.1463,    1.6622,    0.0489,    0.0364,    1.3591,    0.2881,    0.1828,    1.6016, "MD"
1988,   22,    0.2372,    0.1414,    1.7062,    0.0517,    0.0394,    1.3293,    0.2888,    0.1808,    1.6239, "MA"
1988,   23,    0.2344,    0.1459,    1.6325,    0.0512,    0.0380,    1.3665,    0.2856,    0.1839,    1.5775, "MI"
1988,   24,    0.2203,    0.1308,    1.7131,    0.0779,    0.0490,    1.6173,    0.2982,    0.1798,    1.6870, "MN"
1988,   25,    0.1968,    0.0938,    2.1428,    0.0363,    0.0176,    2.1043,    0.2331,    0.1114,    2.1367, "MS"
1988,   26,    0.2229,    0.1256,    1.8077,    0.0421,    0.0272,    1.5697,    0.2650,    0.1528,    1.7652, "MO"
1988,   27,    0.1988,    0.1020,    1.9868,    0.0676,    0.0355,    1.9432,    0.2664,    0.1375,    1.9756, "MT"
1988,   28,    0.2033,    0.1090,    1.9010,    0.0430,    0.0247,    1.7751,    0.2464,    0.1337,    1.8777, "NE"
1988,   29,    0.2497,    0.1797,    1.4092,    0.0000,    0.0000,    0.0000,    0.2497,    0.1797,    1.0477, "NV"
1988,   30,    0.2312,    0.1241,    1.8980,    0.0037,    0.0031,    1.2210,    0.2349,    0.1272,    1.8815, "NH"
1988,   31,    0.2452,    0.1453,    1.7168,    0.0303,    0.0233,    1.3156,    0.2755,    0.1686,    1.6612, "NJ"
1988,   32,    0.2344,    0.1738,    1.3671,    0.0735,    0.0507,    1.4698,    0.3079,    0.2245,    1.3903, "NM"
1988,   33,    0.2309,    0.1418,    1.6557,    0.0767,    0.0488,    1.5970,    0.3076,    0.1906,    1.6407, "NY"
1988,   34,    0.2199,    0.1354,    1.6510,    0.0676,    0.0486,    1.4116,    0.2875,    0.1840,    1.5877, "NC"
1988,   35,    0.2143,    0.1133,    1.9277,    0.0300,    0.0161,    1.9002,    0.2444,    0.1294,    1.9243, "ND"
1988,   36,    0.2195,    0.1287,    1.7350,    0.0455,    0.0287,    1.6108,    0.2651,    0.1575,    1.7123, "OH"
1988,   37,    0.2118,    0.1186,    1.8182,    0.0520,    0.0316,    1.6749,    0.2638,    0.1502,    1.7881, "OK"
1988,   38,    0.2040,    0.1078,    1.9289,    0.0819,    0.0521,    1.5974,    0.2859,    0.1599,    1.8207, "OR"
1988,   39,    0.2279,    0.1376,    1.6833,    0.0213,    0.0201,    1.0679,    0.2491,    0.1578,    1.6043, "PA"
1988,   40,    0.2237,    0.1243,    1.8329,    0.0514,    0.0285,    1.8337,    0.2751,    0.1528,    1.8330, "RI"
1988,   41,    0.2081,    0.1171,    1.8091,    0.0612,    0.0357,    1.7441,    0.2694,    0.1528,    1.7939, "SC"
1988,   42,    0.1985,    0.1054,    1.9205,    0.0000,    0.0000,    0.0000,    0.1985,    0.1054,   14.0486, "SD"
1988,   43,    0.2311,    0.1463,    1.6046,    0.0043,    0.0038,    1.1362,    0.2354,    0.1502,    1.5926, "TN"
1988,   44,    0.2321,    0.1345,    1.7559,    0.0000,    0.0000,    0.0000,    0.2321,    0.1345,    0.5506, "TX"
1988,   45,    0.2009,    0.0970,    2.1162,    0.0633,    0.0351,    1.8375,    0.2642,    0.1320,    2.0420, "UT"
1988,   46,    0.1969,    0.1054,    1.9035,    0.0455,    0.0228,    2.0348,    0.2425,    0.1283,    1.9269, "VT"
1988,   47,    0.2286,    0.1275,    1.8254,    0.0545,    0.0359,    1.5389,    0.2831,    0.1635,    1.7623, "VA"
1988,   48,    0.2309,    0.1358,    1.7291,    0.0000,    0.0000,    0.0000,    0.2309,    0.1358,    2.7694, "WA"
1988,   49,    0.2140,    0.1321,    1.6473,    0.0494,    0.0365,    1.3732,    0.2634,    0.1685,    1.5879, "WV"
1988,   50,    0.2073,    0.1128,    1.8713,    0.0708,    0.0446,    1.6120,    0.2781,    0.1575,    1.7977, "WI"
1988,   51,    0.2196,    0.1113,    2.0129,    0.0000,    0.0000,    0.0000,    0.2196,    0.1113,   32.2481, "WY"
1988,   52,    0.2280,    0.1360,    1.7052,    0.0435,    0.0284,    1.5540,    0.2715,    0.1644,    1.6790, "US"
1989,    1,    0.2420,    0.1661,    1.4791,    0.0377,    0.0307,    1.2422,    0.2797,    0.1968,    1.4420, "AL"
1989,    2,    0.2514,    0.1297,    1.9764,    0.0000,    0.0000,    0.0000,    0.2514,    0.1297,   17.3261, "AK"
1989,    3,    0.2185,    0.1205,    1.8471,    0.0578,    0.0368,    1.5942,    0.2763,    0.1573,    1.7878, "AZ"
1989,    4,    0.2017,    0.1038,    1.9818,    0.0520,    0.0299,    1.7713,    0.2537,    0.1337,    1.9347, "AR"
1989,    5,    0.2291,    0.1343,    1.7349,    0.0704,    0.0361,    1.9871,    0.2995,    0.1705,    1.7883, "CA"
1989,    6,    0.2321,    0.1431,    1.6487,    0.0473,    0.0336,    1.4289,    0.2794,    0.1767,    1.6069, "CO"
1989,    7,    0.2556,    0.1535,    1.6937,    0.0134,    0.0095,    1.4316,    0.2689,    0.1629,    1.6784, "CT"
1989,    8,    0.2292,    0.1313,    1.7759,    0.0652,    0.0394,    1.6817,    0.2944,    0.1707,    1.7541, "DE"
1989,    9,    0.2256,    0.1259,    1.8245,    0.0866,    0.0566,    1.5543,    0.3122,    0.1825,    1.7405, "DC"
1989,   10,    0.2383,    0.1456,    1.6638,    0.0000,    0.0000,    0.0000,    0.2383,    0.1456,    0.1197, "FL"
