 year,state_id,fed_marg,fed_avg,fed_elas,st_marg,       st_avg,st_elas,c_marg,c_avg,c_elas,state_abv
1993,    9,    0.2780,    0.1900,    1.4848,    0.0930,    0.0712,    1.3234,    0.3710,    0.2612,    1.4407, "DC"
1993,   10,    0.2478,    0.1457,    1.7306,    0.0000,    0.0000,    0.0000,    0.2478,    0.1457,    0.2019, "FL"
1993,   11,    0.2229,    0.1181,    1.9230,    0.0570,    0.0369,    1.5690,    0.2799,    0.1551,    1.8386, "GA"
1993,   12,    0.2722,    0.1856,    1.4889,    0.0847,    0.0616,    1.3933,    0.3569,    0.2472,    1.4650, "HI"
1993,   13,    0.1964,    0.0955,    2.0992,    0.0720,    0.0373,    1.9669,    0.2684,    0.1328,    2.0620, "ID"
1993,   14,    0.2402,    0.1374,    1.7786,    0.0284,    0.0257,    1.1170,    0.2686,    0.1632,    1.6737, "IL"
1993,   15,    0.2438,    0.1478,    1.6774,    0.0345,    0.0323,    1.0768,    0.2783,    0.1801,    1.5690, "IN"
1993,   16,    0.2165,    0.1240,    1.7772,    0.0618,    0.0408,    1.5390,    0.2783,    0.1648,    1.7181, "IA"
1993,   17,    0.2160,    0.1181,    1.8635,    0.0566,    0.0322,    1.7858,    0.2726,    0.1503,    1.8468, "KS"
1993,   18,    0.2289,    0.1357,    1.7157,    0.0579,    0.0434,    1.3523,    0.2868,    0.1791,    1.6273, "KY"
1993,   19,    0.2363,    0.1264,    1.9050,    0.0303,    0.0210,    1.4616,    0.2666,    0.1474,    1.8416, "LA"
1993,   20,    0.1927,    0.1001,    1.9635,    0.0684,    0.0339,    2.0611,    0.2611,    0.1339,    1.9881, "ME"
1993,   21,    0.2417,    0.1428,    1.7224,    0.0520,    0.0368,    1.4339,    0.2937,    0.1796,    1.6631, "MD"
1993,   22,    0.2386,    0.1419,    1.7102,    0.0610,    0.0509,    1.2131,    0.2996,    0.1928,    1.5784, "MA"
1993,   23,    0.2470,    0.1489,    1.6865,    0.0522,    0.0364,    1.4540,    0.2992,    0.1854,    1.6407, "MI"
1993,   24,    0.2229,    0.1268,    1.7904,    0.0775,    0.0479,    1.6450,    0.3004,    0.1746,    1.7505, "MN"
1993,   25,    0.1987,    0.0867,    2.3452,    0.0410,    0.0209,    2.0057,    0.2397,    0.1076,    2.2792, "MS"
1993,   26,    0.2294,    0.1293,    1.8060,    0.0420,    0.0285,    1.4960,    0.2714,    0.1578,    1.7499, "MO"
1993,   27,    0.2597,    0.1723,    1.5300,    0.0652,    0.0440,    1.5018,    0.3249,    0.2164,    1.5243, "MT"
1993,   28,    0.2044,    0.1036,    2.0125,    0.0541,    0.0289,    1.9084,    0.2585,    0.1325,    1.9898, "NE"
1993,   29,    0.2271,    0.1164,    1.9904,    0.0000,    0.0000,    0.0000,    0.2271,    0.1164,    2.1446, "NV"
1993,   30,    0.2946,    0.1989,    1.5039,    0.0036,    0.0032,    1.1317,    0.2982,    0.2021,    1.4979, "NH"
1993,   31,    0.2521,    0.1467,    1.7480,    0.0463,    0.0307,    1.5313,    0.2983,    0.1774,    1.7105, "NJ"
1993,   32,    0.2032,    0.1035,    2.0028,    0.0574,    0.0283,    2.0726,    0.2606,    0.1317,    2.0178, "NM"
1993,   33,    0.2487,    0.1513,    1.6719,    0.0759,    0.0510,    1.5091,    0.3246,    0.2023,    1.6307, "NY"
1993,   34,    0.2104,    0.1112,    1.9277,    0.0666,    0.0432,    1.5638,    0.2769,    0.1545,    1.8256, "NC"
1993,   35,    0.2236,    0.1152,    1.9785,    0.0306,    0.0162,    1.9254,    0.2542,    0.1314,    1.9720, "ND"
1993,   36,    0.2372,    0.1425,    1.6931,    0.0507,    0.0345,    1.4925,    0.2879,    0.1769,    1.6539, "OH"
1993,   37,    0.2384,    0.1425,    1.7011,    0.0626,    0.0411,    1.5463,    0.3010,    0.1836,    1.6664, "OK"
1993,   38,    0.2067,    0.1110,    1.8980,    0.0856,    0.0566,    1.5369,    0.2924,    0.1676,    1.7758, "OR"
1993,   39,    0.2363,    0.1375,    1.7487,    0.0278,    0.0267,    1.0536,    0.2641,    0.1642,    1.6351, "PA"
1993,   40,    0.2082,    0.1118,    1.8966,    0.0560,    0.0312,    1.8304,    0.2642,    0.1430,    1.8822, "RI"
1993,   41,    0.2236,    0.1263,    1.8031,    0.0595,    0.0355,    1.7038,    0.2832,    0.1618,    1.7813, "SC"
1993,   42,    0.1950,    0.0967,    2.0578,    0.0000,    0.0000,    0.0000,    0.1950,    0.0967,   17.7403, "SD"
1993,   43,    0.2214,    0.1176,    1.9195,    0.0019,    0.0015,    1.2389,    0.2233,    0.1191,    1.9107, "TN"
1993,   44,    0.2420,    0.1348,    1.8285,    0.0000,    0.0000,    0.0000,    0.2420,    0.1348,    0.4843, "TX"
1993,   45,    0.1968,    0.0941,    2.1361,    0.0626,    0.0357,    1.7848,    0.2593,    0.1298,    2.0392, "UT"
1993,   46,    0.2110,    0.1087,    1.9788,    0.0654,    0.0306,    2.1838,    0.2764,    0.1394,    2.0237, "VT"
1993,   47,    0.2458,    0.1430,    1.7494,    0.0536,    0.0365,    1.4909,    0.2995,    0.1795,    1.6967, "VA"
1993,   48,    0.2383,    0.1342,    1.8084,    0.0000,    0.0000,    0.0000,    0.2383,    0.1342,    2.9015, "WA"
1993,   49,    0.2047,    0.1010,    2.0679,    0.0484,    0.0334,    1.4688,    0.2531,    0.1344,    1.9183, "WV"
1993,   50,    0.2201,    0.1229,    1.8238,    0.0731,    0.0502,    1.4768,    0.2932,    0.1731,    1.7229, "WI"
1993,   51,    0.2177,    0.1184,    1.8724,    0.0000,    0.0000,    0.0000,    0.2177,    0.1184,   31.0041, "WY"
1993,   52,    0.2372,    0.1370,    1.7614,    0.0465,    0.0308,    1.5332,    0.2837,    0.1678,    1.7195, "US"
1994,    1,    0.2812,    0.1791,    1.5950,    0.0355,    0.0305,    1.1776,    0.3167,    0.2096,    1.5341, "AL"
1994,    2,    0.2512,    0.1398,    1.8296,    0.0000,    0.0000,    0.0000,    0.2512,    0.1398,   22.6089, "AK"
1994,    3,    0.2325,    0.1242,    1.9080,    0.0418,    0.0259,    1.6367,    0.2743,    0.1502,    1.8610, "AZ"
1994,    4,    0.2079,    0.0980,    2.1679,    0.0585,    0.0333,    1.7896,    0.2664,    0.1312,    2.0717, "AR"
1994,    5,    0.2398,    0.1338,    1.8256,    0.0703,    0.0371,    1.9334,    0.3102,    0.1709,    1.8490, "CA"
1994,    6,    0.2376,    0.1348,    1.7938,    0.0488,    0.0340,    1.4556,    0.2864,    0.1689,    1.7255, "CO"
1994,    7,    0.2665,    0.1669,    1.6225,    0.0524,    0.0336,    1.5832,    0.3189,    0.2006,    1.6159, "CT"
1994,    8,    0.2243,    0.1226,    1.8638,    0.0658,    0.0414,    1.6158,    0.2901,    0.1639,    1.8011, "DE"
1994,    9,    0.2330,    0.1230,    1.9310,    0.0882,    0.0588,    1.5222,    0.3212,    0.1818,    1.7984, "DC"
1994,   10,    0.2500,    0.1410,    1.8054,    0.0000,    0.0000,    0.0000,    0.2500,    0.1410,    0.1189, "FL"
1994,   11,    0.2377,    0.1291,    1.8762,    0.0577,    0.0384,    1.5252,    0.2954,    0.1675,    1.7955, "GA"
1994,   12,    0.2200,    0.1189,    1.8854,    0.0813,    0.0506,    1.6318,    0.3013,    0.1695,    1.8095, "HI"
1994,   13,    0.1926,    0.0870,    2.2646,    0.0700,    0.0373,    1.9141,    0.2627,    0.1243,    2.1592, "ID"
1994,   14,    0.2541,    0.1475,    1.7529,    0.0285,    0.0259,    1.1105,    0.2826,    0.1734,    1.6564, "IL"
1994,   15,    0.2520,    0.1496,    1.7131,    0.0344,    0.0324,    1.0728,    0.2864,    0.1820,    1.5985, "IN"
1994,   16,    0.2039,    0.1065,    1.9518,    0.0665,    0.0396,    1.7082,    0.2705,    0.1461,    1.8857, "IA"
1994,   17,    0.2381,    0.1336,    1.8143,    0.0595,    0.0359,    1.6866,    0.2976,    0.1695,    1.7873, "KS"
1994,   18,    0.2332,    0.1356,    1.7500,    0.0580,    0.0439,    1.3390,    0.2912,    0.1795,    1.6491, "KY"
1994,   19,    0.2239,    0.1023,    2.2385,    0.0293,    0.0195,    1.5227,    0.2531,    0.1218,    2.1231, "LA"
1994,   20,    0.1932,    0.0977,    2.0170,    0.0683,    0.0338,    2.0595,    0.2614,    0.1315,    2.0280, "ME"
1994,   21,    0.2547,    0.1515,    1.7097,    0.0531,    0.0383,    1.4053,    0.3078,    0.1899,    1.6481, "MD"
1994,   22,    0.2417,    0.1417,    1.7361,    0.0602,    0.0510,    1.1933,    0.3019,    0.1927,    1.5918, "MA"
1994,   23,    0.2528,    0.1505,    1.7080,    0.0465,    0.0373,    1.2639,    0.2993,    0.1878,    1.6195, "MI"
1994,   24,    0.2249,    0.1262,    1.8151,    0.0785,    0.0475,    1.6808,    0.3035,    0.1737,    1.7783, "MN"
1994,   25,    0.2071,    0.0831,    2.5572,    0.0400,    0.0212,    1.9220,    0.2472,    0.1043,    2.4272, "MS"
1994,   26,    0.2320,    0.1283,    1.8423,    0.0500,    0.0320,    1.5856,    0.2820,    0.1603,    1.7909, "MO"
1994,   27,    0.1901,    0.1008,    1.9224,    0.0571,    0.0318,    1.8291,    0.2471,    0.1325,    1.9001, "MT"
1994,   28,    0.2381,    0.1395,    1.7360,    0.0610,    0.0372,    1.6653,    0.2990,    0.1767,    1.7211, "NE"
1994,   29,    0.2306,    0.1145,    2.0553,    0.0000,    0.0000,    0.0000,    0.2306,    0.1145,    3.0683, "NV"
1994,   30,    0.2246,    0.1163,    1.9691,    0.0024,    0.0020,    1.2502,    0.2270,    0.1183,    1.9571, "NH"
1994,   31,    0.2644,    0.1572,    1.7113,    0.0460,    0.0315,    1.4813,    0.3105,    0.1887,    1.6728, "NJ"
1994,   32,    0.2010,    0.0999,    2.0544,    0.0584,    0.0274,    2.1778,    0.2594,    0.1273,    2.0810, "NM"
1994,   33,    0.2535,    0.1516,    1.7005,    0.0763,    0.0517,    1.4988,    0.3298,    0.2033,    1.6492, "NY"
1994,   34,    0.2172,    0.1109,    1.9982,    0.0671,    0.0445,    1.5324,    0.2843,    0.1554,    1.8644, "NC"
1994,   35,    0.2224,    0.1251,    1.8099,    0.0312,    0.0179,    1.7726,    0.2535,    0.1430,    1.8053, "ND"
1994,   36,    0.2427,    0.1433,    1.7236,    0.0507,    0.0346,    1.4857,    0.2934,    0.1779,    1.6772, "OH"
1994,   37,    0.2417,    0.1418,    1.7337,    0.0645,    0.0418,    1.5654,    0.3061,    0.1836,    1.6953, "OK"
1994,   38,    0.2044,    0.1105,    1.8854,    0.0839,    0.0569,    1.4973,    0.2883,    0.1673,    1.7532, "OR"
1994,   39,    0.2434,    0.1387,    1.7870,    0.0275,    0.0264,    1.0516,    0.2709,    0.1650,    1.6687, "PA"
1994,   40,    0.2129,    0.1065,    2.0401,    0.0547,    0.0307,    1.8173,    0.2676,    0.1371,    1.9902, "RI"
1994,   41,    0.2313,    0.1265,    1.8632,    0.0594,    0.0364,    1.6582,    0.2908,    0.1629,    1.8173, "SC"
1994,   42,    0.1908,    0.0971,    2.0048,    0.0000,    0.0000,    0.0000,    0.1908,    0.0971,   17.1254, "SD"
1994,   43,    0.2327,    0.1210,    1.9609,    0.0019,    0.0016,    1.2150,    0.2345,    0.1225,    1.9513, "TN"
1994,   44,    0.2494,    0.1368,    1.8570,    0.0000,    0.0000,    0.0000,    0.2494,    0.1368,    0.5009, "TX"
1994,   45,    0.1997,    0.0975,    2.0900,    0.0629,    0.0370,    1.7297,    0.2626,    0.1345,    1.9907, "UT"
1994,   46,    0.2198,    0.1098,    2.0415,    0.0554,    0.0260,    2.1814,    0.2752,    0.1358,    2.0682, "VT"
1994,   47,    0.2456,    0.1422,    1.7579,    0.0528,    0.0367,    1.4618,    0.2984,    0.1788,    1.6971, "VA"
1994,   48,    0.2428,    0.1379,    1.7926,    0.0000,    0.0000,    0.0000,    0.2428,    0.1379,    2.9103, "WA"
1994,   49,    0.2032,    0.0993,    2.0892,    0.0489,    0.0338,    1.4685,    0.2522,    0.1331,    1.9308, "WV"
1994,   50,    0.2209,    0.1224,    1.8377,    0.0734,    0.0500,    1.4905,    0.2943,    0.1724,    1.7368, "WI"
1994,   51,    0.2127,    0.1169,    1.8523,    0.0000,    0.0000,    0.0000,    0.2127,    0.1169,   29.6948, "WY"
1994,   52,    0.2419,    0.1371,    1.7970,    0.0460,    0.0308,    1.5155,    0.2879,    0.1679,    1.7452, "US"
1995,    1,    0.2884,    0.1859,    1.5758,    0.0350,    0.0306,    1.1558,    0.3233,    0.2165,    1.5162, "AL"
1995,    2,    0.2479,    0.1373,    1.8386,    0.0000,    0.0000,    0.0000,    0.2479,    0.1373,   26.8871, "AK"
1995,    3,    0.2355,    0.1247,    1.9251,    0.0360,    0.0230,    1.5879,    0.2715,    0.1477,    1.8724, "AZ"
1995,    4,    0.2123,    0.0972,    2.2329,    0.0611,    0.0341,    1.8233,    0.2733,    0.1313,    2.1262, "AR"
1995,    5,    0.2434,    0.1362,    1.8206,    0.0716,    0.0388,    1.8816,    0.3151,    0.1749,    1.8341, "CA"
1995,    6,    0.2363,    0.1313,    1.8327,    0.0489,    0.0335,    1.4809,    0.2852,    0.1648,    1.7610, "CO"
1995,    7,    0.2717,    0.1711,    1.6140,    0.0523,    0.0351,    1.5135,    0.3240,    0.2061,    1.5969, "CT"
1995,    8,    0.2201,    0.1210,    1.8520,    0.0664,    0.0416,    1.6194,    0.2864,    0.1627,    1.7924, "DE"
1995,    9,    0.2357,    0.1256,    1.9121,    0.0889,    0.0598,    1.5089,    0.3246,    0.1854,    1.7817, "DC"
1995,   10,    0.2596,    0.1481,    1.7839,    0.0000,    0.0000,    0.0000,    0.2596,    0.1481,    0.0941, "FL"
1995,   11,    0.2395,    0.1319,    1.8494,    0.0575,    0.0386,    1.5114,    0.2970,    0.1705,    1.7727, "GA"
1995,   12,    0.2209,    0.1157,    1.9466,    0.0790,    0.0503,    1.5957,    0.2999,    0.1660,    1.8400, "HI"
1995,   13,    0.1976,    0.0907,    2.2260,    0.0699,    0.0388,    1.8353,    0.2675,    0.1295,    2.1087, "ID"
1995,   14,    0.2561,    0.1518,    1.7163,    0.0283,    0.0258,    1.1088,    0.2844,    0.1776,    1.6276, "IL"
1995,   15,    0.2523,    0.1496,    1.7148,    0.0346,    0.0325,    1.0780,    0.2869,    0.1821,    1.6007, "IN"
1995,   16,    0.2098,    0.1094,    1.9539,    0.0615,    0.0396,    1.5775,    0.2712,    0.1490,    1.8536, "IA"
1995,   17,    0.2429,    0.1389,    1.7803,    0.0595,    0.0372,    1.6236,    0.3024,    0.1761,    1.7472, "KS"
1995,   18,    0.2131,    0.1070,    2.0329,    0.0570,    0.0412,    1.4018,    0.2701,    0.1482,    1.8566, "KY"
1995,   19,    0.2561,    0.1394,    1.8718,    0.0313,    0.0226,    1.4059,    0.2875,    0.1620,    1.8065, "LA"
1995,   20,    0.1985,    0.0995,    2.0362,    0.0683,    0.0346,    2.0144,    0.2668,    0.1341,    2.0305, "ME"
1995,   21,    0.2593,    0.1536,    1.7173,    0.0502,    0.0370,    1.3761,    0.3095,    0.1906,    1.6509, "MD"
1995,   22,    0.2480,    0.1454,    1.7350,    0.0628,    0.0515,    1.2341,    0.3108,    0.1969,    1.6036, "MA"
1995,   23,    0.2565,    0.1548,    1.6851,    0.0453,    0.0366,    1.2516,    0.3018,    0.1914,    1.6018, "MI"
1995,   24,    0.2297,    0.1320,    1.7702,    0.0793,    0.0485,    1.6642,    0.3090,    0.1805,    1.7417, "MN"
1995,   25,    0.2043,    0.0773,    2.7143,    0.0394,    0.0207,    1.9378,    0.2438,    0.0981,    2.5491, "MS"
1995,   26,    0.2374,    0.1328,    1.8204,    0.0513,    0.0331,    1.5740,    0.2887,    0.1659,    1.7712, "MO"
1995,   27,    0.2733,    0.1783,    1.5563,    0.0634,    0.0443,    1.4516,    0.3367,    0.2226,    1.5355, "MT"
1995,   28,    0.2110,    0.1035,    2.0817,    0.0561,    0.0304,    1.8817,    0.2672,    0.1339,    2.0362, "NE"
1995,   29,    0.2397,    0.1210,    2.0199,    0.0000,    0.0000,    0.0000,    0.2397,    0.1210,    1.9477, "NV"
1995,   30,    0.2999,    0.2036,    1.4947,    0.0034,    0.0030,    1.1364,    0.3033,    0.2067,    1.4894, "NH"
1995,   31,    0.2564,    0.1489,    1.7519,    0.0430,    0.0281,    1.5559,    0.2994,    0.1770,    1.7208, "NJ"
1995,   32,    0.2134,    0.0998,    2.1849,    0.0585,    0.0277,    2.1565,    0.2719,    0.1275,    2.1787, "NM"
1995,   33,    0.2555,    0.1545,    1.6819,    0.0740,    0.0509,    1.4755,    0.3296,    0.2054,    1.6307, "NY"
1995,   34,    0.2192,    0.1123,    1.9905,    0.0666,    0.0431,    1.5701,    0.2858,    0.1554,    1.8737, "NC"
1995,   35,    0.2182,    0.1113,    2.0008,    0.0291,    0.0160,    1.8598,    0.2474,    0.1272,    1.9831, "ND"
1995,   36,    0.2435,    0.1448,    1.7100,    0.0514,    0.0355,    1.4664,    0.2949,    0.1804,    1.6619, "OH"
1995,   37,    0.2404,    0.1391,    1.7583,    0.0617,    0.0420,    1.4890,    0.3021,    0.1812,    1.6957, "OK"
1995,   38,    0.2096,    0.1120,    1.9073,    0.0859,    0.0572,    1.5234,    0.2954,    0.1692,    1.7771, "OR"
1995,   39,    0.2466,    0.1434,    1.7498,    0.0273,    0.0265,    1.0406,    0.2739,    0.1699,    1.6385, "PA"
1995,   40,    0.2226,    0.1216,    1.8644,    0.0588,    0.0354,    1.6896,    0.2814,    0.1570,    1.8250, "RI"
1995,   41,    0.2378,    0.1281,    1.8911,    0.0604,    0.0372,    1.6517,    0.2982,    0.1653,    1.8372, "SC"
1995,   42,    0.1949,    0.0945,    2.1065,    0.0000,    0.0000,    0.0000,    0.1949,    0.0945,   19.4833, "SD"
1995,   43,    0.2339,    0.1216,    1.9622,    0.0021,    0.0018,    1.1998,    0.2360,    0.1233,    1.9511, "TN"
1995,   44,    0.2534,    0.1377,    1.8750,    0.0000,    0.0000,    0.0000,    0.2534,    0.1377,    0.4912, "TX"
1995,   45,    0.2054,    0.1038,    2.0190,    0.0634,    0.0378,    1.7049,    0.2688,    0.1416,    1.9349, "UT"
1995,   46,    0.2173,    0.1095,    2.0239,    0.0619,    0.0263,    2.4166,    0.2793,    0.1358,    2.0996, "VT"
1995,   47,    0.2515,    0.1466,    1.7452,    0.0542,    0.0379,    1.4506,    0.3057,    0.1845,    1.6845, "VA"
1995,   48,    0.2425,    0.1373,    1.7980,    0.0000,    0.0000,    0.0000,    0.2425,    0.1373,    2.9980, "WA"
1995,   49,    0.2022,    0.1000,    2.0628,    0.0505,    0.0344,    1.4899,    0.2526,    0.1344,    1.9156, "WV"
1995,   50,    0.2272,    0.1245,    1.8585,    0.0727,    0.0510,    1.4480,    0.2999,    0.1755,    1.7389, "WI"
1995,   51,    0.2214,    0.1131,    1.9968,    0.0000,    0.0000,    0.0000,    0.2214,    0.1131,   44.8731, "WY"
1995,   52,    0.2457,    0.1400,    1.7868,    0.0457,    0.0308,    1.5032,    0.2914,    0.1708,    1.7355, "US"
1996,    1,    0.2899,    0.1935,    1.5208,    0.0347,    0.0301,    1.1687,    0.3246,    0.2236,    1.4733, "AL"
1996,    2,    0.2441,    0.1313,    1.8940,    0.0000,    0.0000,    0.0000,    0.2441,    0.1313,   28.1498, "AK"
1996,    3,    0.2386,    0.1242,    1.9592,    0.0365,    0.0234,    1.5831,    0.2751,    0.1476,    1.8993, "AZ"
1996,    4,    0.2542,    0.1495,    1.7299,    0.0615,    0.0423,    1.4750,    0.3156,    0.1918,    1.6736, "AR"
1996,    5,    0.2453,    0.1388,    1.7983,    0.0711,    0.0386,    1.8754,    0.3163,    0.1775,    1.8151, "CA"
1996,    6,    0.2416,    0.1346,    1.8286,    0.0493,    0.0339,    1.4754,    0.2910,    0.1685,    1.7572, "CO"
1996,    7,    0.2773,    0.1769,    1.5919,    0.0504,    0.0350,    1.4592,    0.3276,    0.2120,    1.5699, "CT"
1996,    8,    0.2232,    0.1238,    1.8360,    0.0646,    0.0395,    1.6615,    0.2878,    0.1633,    1.7937, "DE"
1996,    9,    0.2325,    0.1280,    1.8500,    0.0874,    0.0608,    1.4577,    0.3199,    0.1888,    1.7233, "DC"
1996,   10,    0.2634,    0.1531,    1.7503,    0.0000,    0.0000,    0.0000,    0.2634,    0.1531,    0.0811, "FL"
1996,   11,    0.2402,    0.1328,    1.8420,    0.0576,    0.0393,    1.4877,    0.2978,    0.1721,    1.7609, "GA"
1996,   12,    0.2209,    0.1149,    1.9602,    0.0792,    0.0513,    1.5684,    0.3001,    0.1662,    1.8390, "HI"
1996,   13,    0.2011,    0.0887,    2.3191,    0.0716,    0.0383,    1.9051,    0.2727,    0.1270,    2.1939, "ID"
1996,   14,    0.2587,    0.1538,    1.7106,    0.0282,    0.0259,    1.1004,    0.2868,    0.1797,    1.6222, "IL"
1996,   15,    0.2593,    0.1577,    1.6715,    0.0343,    0.0326,    1.0646,    0.2936,    0.1903,    1.5671, "IN"
1996,   16,    0.2066,    0.1040,    2.0263,    0.0601,    0.0392,    1.5555,    0.2667,    0.1433,    1.8970, "IA"
1996,   17,    0.2406,    0.1356,    1.8062,    0.0611,    0.0374,    1.6615,    0.3017,    0.1730,    1.7749, "KS"
1996,   18,    0.2431,    0.1409,    1.7555,    0.0599,    0.0440,    1.3800,    0.3029,    0.1849,    1.6660, "KY"
1996,   19,    0.2207,    0.0983,    2.2973,    0.0295,    0.0198,    1.5144,    0.2502,    0.1181,    2.1652, "LA"
1996,   20,    0.2001,    0.1020,    2.0014,    0.0704,    0.0368,    1.9480,    0.2705,    0.1388,    1.9872, "ME"
1996,   21,    0.2639,    0.1568,    1.7118,    0.0496,    0.0374,    1.3454,    0.3135,    0.1942,    1.6411, "MD"
1996,   22,    0.2509,    0.1483,    1.7217,    0.0600,    0.0504,    1.2045,    0.3110,    0.1987,    1.5899, "MA"
1996,   23,    0.2593,    0.1574,    1.6745,    0.0451,    0.0372,    1.2280,    0.3043,    0.1946,    1.5890, "MI"
1996,   24,    0.2300,    0.1306,    1.7923,    0.0797,    0.0487,    1.6621,    0.3097,    0.1793,    1.7569, "MN"
1996,   25,    0.2592,    0.1505,    1.7521,    0.0439,    0.0298,    1.4978,    0.3031,    0.1803,    1.7100, "MS"
1996,   26,    0.2352,    0.1248,    1.9217,    0.0509,    0.0325,    1.5880,    0.2861,    0.1573,    1.8525, "MO"
1996,   27,    0.1972,    0.0935,    2.1532,    0.0569,    0.0316,    1.8332,    0.2541,    0.1252,    2.0721, "MT"
1996,   28,    0.2157,    0.1077,    2.0449,    0.0581,    0.0316,    1.8731,    0.2739,    0.1393,    2.0058, "NE"
1996,   29,    0.2392,    0.1241,    1.9654,    0.0000,    0.0000,    0.0000,    0.2392,    0.1241,    2.0775, "NV"
1996,   30,    0.2944,    0.2067,    1.4449,    0.0036,    0.0033,    1.1151,    0.2980,    0.2100,    1.4397, "NH"
1996,   31,    0.2626,    0.1530,    1.7464,    0.0409,    0.0262,    1.5872,    0.3035,    0.1791,    1.7231, "NJ"
1996,   32,    0.2077,    0.0895,    2.3766,    0.0577,    0.0253,    2.3383,    0.2655,    0.1147,    2.3682, "NM"
1996,   33,    0.2572,    0.1551,    1.6863,    0.0699,    0.0474,    1.4981,    0.3271,    0.2024,    1.6422, "NY"
1996,   34,    0.2407,    0.1334,    1.8379,    0.0695,    0.0464,    1.5192,    0.3102,    0.1798,    1.7554, "NC"
1996,   35,    0.2062,    0.1122,    1.8727,    0.0287,    0.0161,    1.8126,    0.2348,    0.1283,    1.8652, "ND"
1996,   36,    0.2505,    0.1488,    1.7128,    0.0481,    0.0345,    1.4141,    0.2987,    0.1833,    1.6564, "OH"
1996,   37,    0.2431,    0.1411,    1.7538,    0.0620,    0.0424,    1.4864,    0.3052,    0.1834,    1.6919, "OK"
1996,   38,    0.2113,    0.1122,    1.9196,    0.0846,    0.0578,    1.4861,    0.2959,    0.1700,    1.7719, "OR"
1996,   39,    0.2491,    0.1443,    1.7573,    0.0281,    0.0268,    1.0602,    0.2772,    0.1710,    1.6476, "PA"
1996,   40,    0.2240,    0.1195,    1.9106,    0.0593,    0.0341,    1.7715,    0.2834,    0.1536,    1.8797, "RI"
1996,   41,    0.2386,    0.1336,    1.8181,    0.0610,    0.0377,    1.6444,    0.2996,    0.1713,    1.7798, "SC"
1996,   42,    0.2006,    0.0983,    2.0828,    0.0000,    0.0000,    0.0000,    0.2006,    0.0983,   19.5556, "SD"
1996,   43,    0.2371,    0.1239,    1.9501,    0.0022,    0.0018,    1.2087,    0.2392,    0.1257,    1.9394, "TN"
1996,   44,    0.2577,    0.1420,    1.8484,    0.0000,    0.0000,    0.0000,    0.2577,    0.1420,    0.4840, "TX"
1996,   45,    0.2072,    0.1047,    2.0197,    0.0633,    0.0375,    1.7147,    0.2705,    0.1422,    1.9390, "UT"
1996,   46,    0.2150,    0.1110,    1.9746,    0.0539,    0.0271,    2.0258,    0.2689,    0.1382,    1.9847, "VT"
1996,   47,    0.2554,    0.1498,    1.7345,    0.0547,    0.0390,    1.4215,    0.3100,    0.1888,    1.6697, "VA"
1996,   48,    0.2521,    0.1408,    1.8227,    0.0000,    0.0000,    0.0000,    0.2521,    0.1408,    2.8600, "WA"
1996,   49,    0.2014,    0.0969,    2.1225,    0.0497,    0.0345,    1.4640,    0.2511,    0.1314,    1.9489, "WV"
1996,   50,    0.2266,    0.1228,    1.8802,    0.0725,    0.0509,    1.4438,    0.2991,    0.1738,    1.7518, "WI"
1996,   51,    0.2145,    0.1144,    1.9111,    0.0000,    0.0000,    0.0000,    0.2145,    0.1144,   39.1981, "WY"
1996,   52,    0.2494,    0.1434,    1.7701,    0.0450,    0.0307,    1.4894,    0.2944,    0.1740,    1.7205, "US"
1997,    1,    0.2870,    0.1912,    1.5243,    0.0352,    0.0306,    1.1631,    0.3223,    0.2218,    1.4742, "AL"
1997,    2,    0.2349,    0.1286,    1.8598,    0.0000,    0.0000,    0.0000,    0.2349,    0.1286,   30.2729, "AK"
1997,    3,    0.2428,    0.1277,    1.9387,    0.0352,    0.0226,    1.5811,    0.2780,    0.1503,    1.8847, "AZ"
1997,    4,    0.2117,    0.0928,    2.3339,    0.0555,    0.0337,    1.6739,    0.2672,    0.1266,    2.1572, "AR"
1997,    5,    0.2469,    0.1430,    1.7566,    0.0733,    0.0415,    1.7969,    0.3202,    0.1846,    1.7657, "CA"
1997,    6,    0.2628,    0.1698,    1.5721,    0.0498,    0.0365,    1.3806,    0.3125,    0.2063,    1.5382, "CO"
1997,    7,    0.2457,    0.1427,    1.7525,    0.0520,    0.0300,    1.7637,    0.2977,    0.1726,    1.7544, "CT"
1997,    8,    0.2171,    0.1153,    1.9188,    0.0614,    0.0370,    1.6884,    0.2785,    0.1523,    1.8628, "DE"
1997,    9,    0.2944,    0.2124,    1.4054,    0.0958,    0.0773,    1.2557,    0.3902,    0.2897,    1.3654, "DC"
1997,   10,    0.2624,    0.1548,    1.7238,    0.0000,    0.0000,    0.0000,    0.2624,    0.1548,    0.2392, "FL"
1997,   11,    0.2265,    0.1156,    1.9977,    0.0571,    0.0379,    1.5310,    0.2836,    0.1535,    1.8822, "GA"
1997,   12,    0.2166,    0.1045,    2.1168,    0.0786,    0.0508,    1.5737,    0.2953,    0.1553,    1.9387, "HI"
1997,   13,    0.2880,    0.2034,    1.4362,    0.0805,    0.0624,    1.3073,    0.3686,    0.2658,    1.4059, "ID"
1997,   14,    0.2513,    0.1441,    1.7748,    0.0281,    0.0258,    1.1005,    0.2794,    0.1699,    1.6718, "IL"
